77,11,15,4,0:21
54,25,15,5,1:4
39,2,15,0,0:9
27,8,15,0,0:6
24,2,15,0,0:3
22,2,15,0,0:2
15,3,15,0,0:3
13,5,15,0,0:4
5,5,15,0,0:3
4,3,15,0,0:2
